time,open,high,low,close,volume,SMA_20,EMA_20
2023-04-12,2.5,2.5,2.5,2.5,0,2.5,2.5006
2023-04-13,2.5,2.5,2.5,2.5,0,2.5,2.5005
2023-04-14,2.5,2.5,2.5,2.5,0,2.5,2.5005
2023-04-17,2.5,2.5,2.5,2.5,0,2.5,2.5004
2023-04-18,2.5,2.5,2.5,2.5,0,2.5,2.5004
2023-04-19,2.5,2.5,2.5,2.5,0,2.5,2.5004
2023-04-20,2.5,2.5,2.5,2.5,0,2.5,2.5003
2023-04-21,2.5,2.5,2.5,2.5,0,2.5,2.5003
2023-04-24,2.5,2.5,2.5,2.5,0,2.5,2.5003
2023-04-25,2.5,2.5,2.5,2.5,0,2.5,2.5002
2023-04-26,2.5,2.5,2.5,2.5,0,2.5,2.5002
2023-04-27,2.5,2.5,2.5,2.5,0,2.5,2.5002
2023-04-28,2.5,2.5,2.5,2.5,0,2.5,2.5002
2023-05-04,2.5,2.5,2.5,2.5,0,2.5,2.5002
2023-05-05,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-08,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-09,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-10,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-11,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-12,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-15,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-16,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-17,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-18,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-19,2.5,2.5,2.5,2.5,0,2.5,2.5001
2023-05-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-05-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-05-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-05-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-05-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-05-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-05-30,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-05-31,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-01,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-02,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-09,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-14,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-06-30,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-03,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-04,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-10,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-14,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-17,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-18,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-07-31,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-01,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-02,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-03,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-04,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-09,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-10,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-14,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-17,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-18,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-30,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-08-31,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-14,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-18,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-09-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-02,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-03,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-04,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-09,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-10,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-17,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-18,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-30,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-10-31,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-01,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-02,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-03,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-09,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-10,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-14,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-17,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-11-30,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-01,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-04,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-14,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-18,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2023-12-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-02,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-03,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-04,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-09,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-10,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-17,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-18,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-30,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-01-31,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-01,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-02,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-02-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-01,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-04,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-14,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-18,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-03-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-01,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-02,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-03,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-04,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-09,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-10,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-17,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-04-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-02,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-03,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-09,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-10,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-14,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-17,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-30,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-05-31,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-03,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-04,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-10,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-14,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-17,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-18,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-06-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-01,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-02,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-03,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-04,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-09,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-10,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-17,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-18,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-30,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-07-31,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-01,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-02,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-07,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-08,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-09,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-14,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-15,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-21,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-22,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-28,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-29,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-08-30,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-04,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-05,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-06,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-09,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-10,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-11,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-12,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-13,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-16,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-17,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-18,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-19,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-20,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-23,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-24,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-25,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-26,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-27,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-09-30,2.5,2.5,2.5,2.5,0,2.5,2.5
2024-10-01,3.5,3.5,3.5,3.5,100,2.55,2.5952
2024-10-02,3.5,3.5,3.5,3.5,0,2.6,2.6814
2024-10-03,3.5,3.5,3.5,3.5,0,2.65,2.7594
2024-10-04,3.5,3.5,3.5,3.5,0,2.7,2.8299
2024-10-07,3.5,3.5,3.5,3.5,0,2.75,2.8937
2024-10-08,3.5,3.5,3.5,3.5,0,2.8,2.9515
2024-10-09,3.5,3.5,3.5,3.5,0,2.85,3.0037
2024-10-10,3.5,3.5,3.5,3.5,0,2.9,3.051
2024-10-11,3.5,3.5,3.5,3.5,0,2.95,3.0937
2024-10-14,3.5,3.5,3.5,3.5,0,3.0,3.1324
2024-10-15,3.5,3.5,3.5,3.5,0,3.05,3.1674
2024-10-16,3.5,3.5,3.5,3.5,0,3.1,3.1991
2024-10-17,3.5,3.5,3.5,3.5,0,3.15,3.2278
2024-10-18,3.5,3.5,3.5,3.5,0,3.2,3.2537
2024-10-21,3.5,3.5,3.5,3.5,0,3.25,3.2771
2024-10-22,3.5,3.5,3.5,3.5,0,3.3,3.2984
2024-10-23,3.5,3.5,3.5,3.5,0,3.35,3.3176
2024-10-24,3.5,3.5,3.5,3.5,0,3.4,3.3349
2024-10-25,3.5,3.5,3.5,3.5,0,3.45,3.3507
2024-10-28,3.5,3.5,3.5,3.5,0,3.5,3.3649
2024-10-29,3.5,3.5,3.5,3.5,0,3.5,3.3778
2024-10-30,3.5,3.5,3.5,3.5,0,3.5,3.3894
2024-10-31,3.5,3.5,3.5,3.5,0,3.5,3.3999
2024-11-01,3.5,3.5,3.5,3.5,0,3.5,3.4095
2024-11-04,3.5,3.5,3.5,3.5,0,3.5,3.4181
2024-11-05,3.5,3.5,3.5,3.5,0,3.5,3.4259
2024-11-06,3.5,3.5,3.5,3.5,0,3.5,3.4329
2024-11-07,3.5,3.5,3.5,3.5,0,3.5,3.4393
2024-11-08,3.5,3.5,3.5,3.5,0,3.5,3.4451
2024-11-11,3.5,3.5,3.5,3.5,0,3.5,3.4503
2024-11-12,3.5,3.5,3.5,3.5,0,3.5,3.4551
2024-11-13,3.5,3.5,3.5,3.5,0,3.5,3.4593
2024-11-14,3.5,3.5,3.5,3.5,0,3.5,3.4632
2024-11-15,3.5,3.5,3.5,3.5,0,3.5,3.4667
2024-11-18,3.5,3.5,3.5,3.5,0,3.5,3.4699
2024-11-19,3.5,3.5,3.5,3.5,0,3.5,3.4728
2024-11-20,3.5,3.5,3.5,3.5,0,3.5,3.4754
2024-11-21,3.5,3.5,3.5,3.5,0,3.5,3.4777
2024-11-22,3.5,3.5,3.5,3.5,0,3.5,3.4798
2024-11-25,3.5,3.5,3.5,3.5,0,3.5,3.4817
2024-11-26,3.5,3.5,3.5,3.5,0,3.5,3.4835
2024-11-27,3.5,3.5,3.5,3.5,0,3.5,3.4851
2024-11-28,3.5,3.5,3.5,3.5,0,3.5,3.4865
2024-11-29,3.5,3.5,3.5,3.5,0,3.5,3.4878
2024-12-02,3.5,3.5,3.5,3.5,0,3.5,3.4889
2024-12-03,3.5,3.5,3.5,3.5,0,3.5,3.49
2024-12-04,3.5,3.5,3.5,3.5,0,3.5,3.4909
2024-12-05,3.5,3.5,3.5,3.5,0,3.5,3.4918
2024-12-06,3.5,3.5,3.5,3.5,0,3.5,3.4926
2024-12-09,3.5,3.5,3.5,3.5,0,3.5,3.4933
2024-12-10,3.5,3.5,3.5,3.5,0,3.5,3.4939
2024-12-11,3.5,3.5,3.5,3.5,0,3.5,3.4945
2024-12-12,3.5,3.5,3.5,3.5,0,3.5,3.495
2024-12-13,3.5,3.5,3.5,3.5,0,3.5,3.4955
